"Area","Company","Item","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Tennessee","17604296TN (MT PLEASANT GAS SYS)","Residential Sales Revenue","836884","743061","779352","774038","1020164","1061816","689333","938707","1161411","1040214","724929","646617","729538","830803","616649","413071","455745","606193","644051","514521","807522"
"Massachusetts","17604315MA (FITCHBURG GAS AND ELECTRIC COMPANY)","Residential Sales Volume","1060890","1057749","1171108","1104326","1072559","945151","986128","962539","953238","917910","953691","847142","971502","1063871","1035544","922657","977607","1090221","1055305","980670","978690"
"Massachusetts","17604315MA (FITCHBURG GAS AND ELECTRIC COMPANY)","Residential Sales Revenue","12951816","9921447","15559733","13954096","16780850","17213124","18291916","18878936","17387426","12862105","12964769","12314194","16394132","19539741","15782453","15036000","18450087","19878263","19392799","18545550","22168613"
"Illinois","17604345IL (FLAT ROCK MUNICIPAL GAS)","Residential Sales Volume","21261","21494","19061","16459","16334","12941","14651","16540","13743","15347","14961","13188","16664","16254","15056","16805","12294","14931","15101","12981","13375"
"Illinois","17604345IL (FLAT ROCK MUNICIPAL GAS)","Residential Sales Revenue","86161","81032","100070","99247","175511","207444","188654","238362","203281","167742","151180","159707","181804","176031","157184","141162","129455","163195","161127","153435","142845"
"Texas","17604346TX (WINONA CITY OF)","Residential Sales Revenue","147236","120280","155659","140369","149187","141595","106947","159851","139257","138909","117338","98842","105444","","130319","121591","73039","156077","97686","150140","183945"
"Texas","17604346TX (WINONA CITY OF)","Residential Sales Volume","13042","13298","12758","10393","9891","10329","9757","10404","9457","11321","8684","7847","8656","","8037","7799","7413","9082","9207","8020","8445"
"Alabama","17604365AL (FLOMATON TOWN OF)","Residential Sales Volume","9716","9888","9774","7378","7198","6389","","","","","","","","","","","","","","",""
"Alabama","17604365AL (FLOMATON TOWN OF)","Residential Sales Revenue","109025","84725","112901","116176","112311","110148","","","","","","","","","","","","","","",""
"Illinois","17604367IL (FLORA CITY OF)","Residential Sales Volume","197993","145866","173521","154760","139720","132227","140958","154506","147462","194425","180037","115978","145695","162093","141240","118612","117392","148051","138113","118986","111958"
"Illinois","17604367IL (FLORA CITY OF)","Residential Sales Revenue","1870235","1247452","1447152","1507768","2015110","1386550","1705592","1951995","1596657","1628536","1406638","1019434","1409475","1642412","1429190","1209715","1190215","1396927","1225821","1203477","1177829"
"Alabama","17604371AL (FLORENCE NATURAL GAS DEPT CITY OF)","Residential Sales Volume","660357","631909","612866","606252","580211","509325","498546","558854","531116","634008","556287","413851","564993","610535","520908","422582","389316","563291","490787","439975","521654"
"Alabama","17604371AL (FLORENCE NATURAL GAS DEPT CITY OF)","Residential Sales Revenue","9381438","7369262","7310733","7704137","9299099","10249195","8721504","8719677","7909718","8067876","7088923","5718586","7397570","7206360","6710995","5903326","5540278","7511708","6350230","5880289","6722582"
"Florida","17604384FL (FLORIDA PUBLIC UTILITIES)","Residential Sales Revenue","14783656","13856801","17670120","19568933","23210750","24864744","21523825","23675370","20248045","23025517","20025866","20002730","21906739","24385491","22826740","24523661","28405056","28656511","28946991","32342343","34439345"
"Florida","17604384FL (FLORIDA PUBLIC UTILITIES)","Residential Sales Volume","1019021","1113520","1150921","1200358","1261263","1210264","1189487","1186129","1188315","1359839","1175273","1205045","1196717","1269693","1236028","1269693","1339378","1382160","1380919","1521262","1615436"
"Alabama","17604400AL (RIVIERA UTILITIES)","Residential Sales Volume","78776","84022","78814","81956","73194","65692","67541","70398","70380","90858","76942","60548","74517","86799","73385","63257","66297","86344","82422","84896","96937"
"Alabama","17604400AL (RIVIERA UTILITIES)","Residential Sales Revenue","1272970","1105125","1220571","1255459","1375503","1336678","1270363","1524218","1379415","1607358","1343067","1123861","1325149","1528779","1406410","1246103","1353504","1569493","1542960","1574446","1757633"
"Kansas","17604407KS (FORD CITY OF)","Residential Sales Revenue","90182","74593","138047","169427","160000","153145","74036","77681","63804","46319","64561","52074","","","","19812","37233","42813","61951","43644","40503"
"Kansas","17604407KS (FORD CITY OF)","Residential Sales Volume","16104","17027","18318","15790","13245","13317","13753","8566","8045","7812","8129","6836","","","","4402","4686","6438","6778","6226","4816"
"Louisiana","17604420LA (FOREST HILL VILLAGE OF)","Residential Sales Revenue","288600","297165","348175","286114","319495","312637","269069","303662","264827","265048","204610","175908","224408","214038","222096","194266","189532","247744","227555","212199","225613"
"Louisiana","17604420LA (FOREST HILL VILLAGE OF)","Residential Sales Volume","22390","23281","22056","17383","17733","14767","14773","15637","15872","19469","15747","11654","16781","18196","15273","12661","12273","14057","12830","12757","15372"
"Florida","17604434FL (FORT MEADE CITY OF)","Residential Sales Revenue","242205","189020","226443","214854","245392","314039","261453","271879","215382","265443","208859","179428","170588","","","","","","","",""
"Florida","17604434FL (FORT MEADE CITY OF)","Residential Sales Volume","17790","16954","17195","16035","14813","14989","13783","11469","11035","13128","10592","8981","8180","","","","","","","",""
"Colorado","17604435CO (FORT MORGAN CITY OF)","Residential Sales Volume","317268","343478","302059","276048","259349","255376","261033","269317","266213","251472","260279","231220","294184","260127","241848","245535","233604","262868","295061","259223","254828"
"Colorado","17604435CO (FORT MORGAN CITY OF)","Residential Sales Revenue","2693638","2211331","2061432","2654526","3309983","3210777","3066888","2635578","2009324","2095349","1679530","1179183","1703223","1448433","1380808","1402484","1295562","1071835","1345525","1183332","1086898"
"Florida","17604436FL (FORT PIERCE UTIITIES AUTHORITY)","Residential Sales Volume","78930","73449","76294","72431","67943","64020","56626","56844","56386","59778","52385","47805","47193","45576","44543","44003","43109","43742","43200","43611",""
"Florida","17604436FL (FORT PIERCE UTIITIES AUTHORITY)","Residential Sales Revenue","447779","1011357","1237844","1241218","1715534","1723335","1338425","1470559","1358520","1421906","1342532","1225974","1248517","1296951","1240202","1273186","1203274","1227933","1214238","1185244",""
"Arkansas","17604438AR (ARKANSAS OKLAHOMA GAS CORPORATION)","Residential Sales Volume","3259653","3223612","2988400","2697494","2615203","2301405","2483600","2693650","2620810","2740703","2517009","1956133","2606071","2764239","2367970","1990891","1842407","2512078","2429611","2167317","2300093"
"Arkansas","17604438AR (ARKANSAS OKLAHOMA GAS CORPORATION)","Residential Sales Revenue","30817752","29860386","27973152","28703274","34242719","34277858","32644248","36464913","30294142","26987008","26377716","22406812","26100741","28488079","31364325","21294098","22699129","25985687","31030852","27341883","31361928"
"South Carolina","17604460SC (FOUNTAIN INN NATURAL GAS)","Residential Sales Volume","299940","291188","372303","311551","308443","293344","304260","328252","321191","395920","353389","282451","375697","433323","389501","354521","353942","491534","456046","449824","482962"
"South Carolina","17604460SC (FOUNTAIN INN NATURAL GAS)","Residential Sales Revenue","3411840","2420244","3529835","3627362","4239004","4294527","4046907","4736774","3854267","4346034","3611079","2543304","3435561","4519180","3837178","3285773","3230915","5106665","4613142","3969368","6848401"
"Wyoming","17604499WY (FRANNIE DEAVER UTILITIES)","Residential Sales Revenue","128141","","","","","","","","","","","0","0","","148520","139106","162647","176311","205432","172870","196220"
"Wyoming","17604499WY (FRANNIE DEAVER UTILITIES)","Residential Sales Volume","17423","","","","","","","","","","","0","0","","17122","17272","20041","20431","21936","19368","19626"
"Oklahoma","17604547OK (FREEDOM MUNICIPAL TRUST AUTHORITY)","Residential Sales Volume","22911","10270","7978","8083","12376","6721","6836","6950","8432","8410","8088","7348","7744","10193","9025","7638","6873","7523","7251","6637",""
"Oklahoma","17604547OK (FREEDOM MUNICIPAL TRUST AUTHORITY)","Residential Sales Revenue","102863","120039","61744","67900","100640","91272","97435","103598","132804","132458","119304","78986","106484","104905","82486","81286","78160","95871","99373","85026",""
"Mississippi","17604567MS (FRIARS POINT TOWN OF)","Residential Sales Revenue","672857","170036","251003","258051","263286","326214","320664","328077","308664","","","","","","","","","","","",""
"Mississippi","17604567MS (FRIARS POINT TOWN OF)","Residential Sales Volume","76638","23234","27432","24765","23279","21086","19917","24703","18821","","","","","","","","","","","",""
"Kentucky","17604633KY (FULTON NAT GAS SYS)","Residential Sales Volume","89910","100545","94180","74742","68062","59366","59435","57635","59294","65240","56216","36506","49567","50985","42549","40309","37632","44927","43810","38682","43355"
"Kentucky","17604633KY (FULTON NAT GAS SYS)","Residential Sales Revenue","623580","442353","728306","805380","1004068","1130669","1001654","932740","868265","1044161","572520","457623","598840","588093","471051","432531","405738","478692","466601","414608","480971"
"Mississippi","17604635MS (FULTON MUNICIPAL GAS SYS)","Residential Sales Revenue","670436","589231","592864","784681","833172","1088008","830806","796697","858494","827218","703078","464417","623990","733279","665872","586249","528428","638736","765302","527490","550582"
"Mississippi","17604635MS (FULTON MUNICIPAL GAS SYS)","Residential Sales Volume","133553","70398","66130","84013","68368","70338","64324","59190","63088","73270","67996","53320","72811","79781","63663","56555","48322","63531","80894","56372","89933"
"Alabama","17604636AL (FULTONDALE GAS BOARD)","Residential Sales Volume","375004","397632","395881","361712","358958","338038","315113","333232","335890","383210","300822","242889","330358","340530","282991","261239","241941","310232","269352","251870","281310"
"Alabama","17604636AL (FULTONDALE GAS BOARD)","Residential Sales Revenue","5184142","4428833","4914565","5095387","6419784","6898082","6238684","6757322","7061191","7067621","5240140","4404655","5759687","6089189","5389113","4409553","5260829","6655187","5917814","5644614","6128205"
"Tennessee","17604757TN (GAINESBORO NATURAL GAS)","Residential Sales Volume","11450","16276","16787","15329","11938","10495","12819","11449","13723","","","","","","","","","","","",""
"Tennessee","17604757TN (GAINESBORO NATURAL GAS)","Residential Sales Revenue","109538","119467","123830","172079","164363","155739","123994","157074","150457","","","","","","","","","","","",""
"Tennessee","17604769TN (GALLATIN NATURAL GAS SYSTEMS)","Residential Sales Volume","443872","459080","456242","495227","514449","476099","509379","575424","588952","643928","620980","502684","626596","755280","711178","567169","581031","807361","776432","793864","872378"
"Tennessee","17604769TN (GALLATIN NATURAL GAS SYSTEMS)","Residential Sales Revenue","4656917","3935196","4272710","4959753","6683352","6891164","6081513","7494951","6758844","6550662","5675267","4378889","5972772","7826030","6665415","4858738","5358472","7272853","7280107","6819337","8569368"
"Kansas","17604796KS (GARNETT CITY OF)","Residential Sales Revenue","929743","935172","952175","1063783","1198323","1253822","1278522","1492253","957821","762008","737985","567097","775678","837612","754312","651951","690932","868205","845982","737927","873284"
